Age,BirthYear,Gender,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Study,avg_click_att,reclick_percent_att,avg_click_norm,reclick_percent_norm,avg_x_dist,avg_euc_dist,avg_euc_speed,avg_completion_time,total_pause_cnt,description,Extraversion_N,Agreeableness_N,Conscientiousness_N,Neuroticism_N,Openness_N,avg_fixation_dur,avg_agg_fixation_dur,avg_fixation_cnt,Mturk_ID,Area_Under_Curve,Task_duration,Abs_Area_Under_Curve,pseudo_workerID
30,1990,Female,16,44,44,8,34,study01,6.3461538461538485,0.2692307692307692,5.410958904109589,0.1506849315068493,4420.656565656565,5624.051241010225,0.4779677046712794,12894.232323232323,12,like,2.0,4.888888888888889,4.888888888888889,1.0,3.4,916.5314048045112,6763.8080808080795,8.666666666666666,A2QUH7ZN2VHOZX,0.819201469646409,950.025,0.31920146964640905,P2299492006
35,1985,Female,21,43,30,9,48,study01,7.538461538461537,0.4230769230769231,5.068493150684932,0.0410958904109589,3349.565656565657,4502.979717281445,0.37361801831820496,11677.454545454546,4,like,2.625,4.777777777777779,3.333333333333333,1.125,4.8,827.0100422895082,6240.020202020201,7.878787878787879,A3SIVBFZ3A501B,0.839914720059325,1310.594,0.33991472005932505,P5283110816
37,1983,Male,31,26,34,14,46,study01,6.269230769230767,0.2307692307692308,5.602739726027397,0.273972602739726,3107.373737373737,4166.908835510285,0.4356602998235448,9568.575757575758,1,like,3.875,2.888888888888889,3.7777777777777777,1.75,4.6,671.2178990762326,4627.909090909091,7.090909090909091,A1L3937MY09J3I,0.6989773991303471,1560.6329999999996,0.19897739913034707,P8416898557
25,1995,Male,32,36,32,16,34,study01,6.615384615384616,0.38461538461538464,5.410958904109589,0.1917808219178082,3680.707070707071,4771.966213275896,0.364292622727485,15737.232323232323,53,like,4.0,4.0,3.555555555555556,2.0,3.4,1483.3173630241813,9688.898989898991,7.181818181818183,A3VA5BS033GXU0,0.7276603633667041,1013.778,0.2276603633667041,P4399506672
32,1988,Male,11,35,35,21,30,study01,6.9230769230769225,0.3076923076923077,5.863013698630137,0.3698630136986301,4480.393939393939,5977.118587846178,0.5530722774260648,11063.191919191919,6,like,1.375,3.888888888888889,3.888888888888889,2.625,3.0,647.13776035973,5997.6868686868675,9.303030303030305,ASUYD8BPYM85M,0.7370162975696899,1058.577,0.2370162975696899,P5015668348
28,1992,Female,8,32,36,22,42,study01,6.3461538461538485,0.2307692307692308,5.465753424657534,0.2465753424657534,8266.515151515152,10470.469821188597,0.544203342966131,19579.0505050505,7,like,1.0,3.555555555555556,4.0,2.75,4.2,785.0782316145395,10742.050505050503,13.767676767676768,AA8PZKO9XGCKO,0.8011342569184621,1029.564,0.3011342569184621,P4540801495
39,1981,Male,24,35,39,14,42,study01,6.807692307692308,0.4230769230769231,6.109589041095893,0.4520547945205479,3612.3434343434333,5033.6234173141,0.4621622249490232,10875.848484848484,1,like,3.0,3.888888888888889,4.333333333333333,1.75,4.2,690.1232718740297,5749.313131313133,8.454545454545455,A3L8LSM7V7KX3T,0.8488450972460991,1166.363,0.34884509724609913,P2124360494
26,1994,Male,14,29,28,31,39,study01,7.5769230769230775,0.5,5.780821917808219,0.3013698630136986,4165.030303030303,5284.816848160209,0.3064229130728714,17696.737373737375,5,like,1.75,3.2222222222222223,3.111111111111111,3.875,3.9,899.5639554906758,11108.585858585859,12.404040404040403,A3SWT9MJCQTORQ,0.7083881079987858,1034.644,0.20838810799878585,P9699645022
34,1986,Male,21,35,43,25,48,study01,6.307692307692308,0.15384615384615385,5.095890410958903,0.0547945205479452,4885.7474747474735,6243.55474062543,0.5271399939170627,12052.373737373735,4,like,2.625,3.888888888888889,4.777777777777779,3.125,4.8,686.7534903087931,5588.4646464646485,8.343434343434343,A2TBWLOHTZNK54,0.79903175245222,2089.143,0.29903175245221997,P1219459545
33,1987,Female,17,40,40,25,40,study01,7.115384615384616,0.19230769230769232,5.068493150684932,0.0547945205479452,2245.656565656566,3145.439976623048,0.3349048527962554,9683.29292929293,10,like,2.125,4.4444444444444455,4.4444444444444455,3.125,4.0,737.3910692100535,5037.7474747474735,6.828282828282827,A3VTOW7WLPTBRR,0.802905894911836,1102.723,0.30290589491183595,P8658058601
35,1985,Female,27,41,42,31,37,study01,7.038461538461537,0.5,5.383561643835616,0.136986301369863,3084.959595959596,3938.8137720952814,0.32748305041683073,12624.29292929293,23,like,3.375,4.5555555555555545,4.666666666666667,3.875,3.7,880.4365970234958,8092.252525252526,9.606060606060606,A3180VXVP8MOIH,0.7148494118043621,863.676,0.21484941180436207,P3774160460
57,1963,Male,20,40,39,20,37,study01,8.384615384615385,0.6923076923076923,7.315068493150685,0.6438356164383562,4230.727272727273,5657.594845866573,0.3714578651941993,28601.52525252525,15,like,2.5,4.4444444444444455,4.333333333333333,2.5,3.7,1099.9151833765193,10811.646464646463,9.777777777777779,AKJ22H1NTVIQX,0.720291064145347,1011.362,0.22029106414534705,P7302688185
41,1979,Female,28,23,31,30,41,study01,7.961538461538463,0.4615384615384616,5.534246575342466,0.2328767123287671,2773.5050505050513,3941.4197363204094,0.2906443777223245,15085.373737373735,37,like,3.5,2.555555555555556,3.4444444444444446,3.75,4.1,1213.5954871868714,9818.161616161617,8.545454545454545,A2MYB6MLQW0IGN,0.596298075302525,894.9989999999998,0.096298075302525,P6086337690
36,1984,Male,22,41,34,25,40,study01,6.5,0.19230769230769232,5.2465753424657535,0.1232876712328767,2904.2020202020203,3909.0914225857705,0.31578075090380897,13040.131313131309,11,like,2.75,4.5555555555555545,3.7777777777777777,3.125,4.0,965.7920750929325,8102.080808080808,8.646464646464647,A1NMWUK6TZG333,0.7642793339400681,1099.982,0.2642793339400681,P1204704295
52,1968,Male,20,28,27,27,39,study01,6.0769230769230775,0.07692307692307693,5.095890410958903,0.0410958904109589,3026.5050505050513,4183.8035513418345,0.4503243141751757,9275.0101010101,1,like,2.5,3.111111111111111,3.0,3.375,3.9,721.8499037999037,4197.0,6.121212121212121,AW081A2YEZT14,0.7670517746991609,2770.182,0.2670517746991609,P6872983527
56,1964,Female,40,42,41,14,36,study01,6.269230769230767,0.15384615384615385,5.219178082191782,0.0684931506849315,3128.8686868686877,4097.533521747981,0.2844942832963693,14778.555555555557,6,like,5.0,4.666666666666667,4.5555555555555545,1.75,3.6,972.7185850790132,9299.545454545454,9.676767676767676,A19L8SNH73AX1Z,0.778307968449793,869.334,0.27830796844979305,P7203759120
28,1992,Male,8,44,36,31,21,study01,7.0769230769230775,0.3076923076923077,5.712328767123287,0.3561643835616438,4573.489898989899,5981.7808431507665,0.4011215790143155,28947.575757575763,73,like,1.0,4.888888888888889,4.0,3.875,2.1,499.2726831810166,2847.090909090909,5.5151515151515165,A2TVJTQ4VXATE6,0.7405260895944991,930.611,0.24052608959449906,P9076275665
39,1981,Female,24,22,24,34,44,study01,6.0769230769230775,0.07692307692307693,5.178082191780822,0.0958904109589041,3261.0707070707067,4159.724776614954,0.41194678507503263,10090.242424242424,1,like,3.0,2.4444444444444446,2.6666666666666665,4.25,4.4,930.172760250412,5705.4141414141395,6.333333333333332,A323RBOHUTRW53,0.8377890416961609,1310.269,0.3377890416961609,P9794171378
35,1985,Female,18,43,44,18,44,study01,6.461538461538463,0.2307692307692308,6.164383561643835,0.3561643835616438,3620.4343434343436,5096.2022869543625,0.4582810600222984,11492.202020202021,9,like,2.25,4.777777777777779,4.888888888888889,2.25,4.4,681.8509653646017,4778.272727272727,6.686868686868688,A1USR9JCAMDGM3,0.826758266761048,1435.9620000000002,0.326758266761048,P2378352168
29,1991,Female,17,33,20,40,44,study01,6.269230769230767,0.1153846153846154,5.397260273972603,0.1917808219178082,3528.595959595961,4695.608778527852,0.4867057010050634,9665.888888888889,1,like,2.125,3.6666666666666665,2.2222222222222223,5.0,4.4,629.7666443264926,4967.373737373738,8.272727272727273,A8VFIXE5FL8C6,0.7652041830990659,890.655,0.2652041830990659,P1971265051
32,1988,Male,32,40,40,17,39,study01,7.1923076923076925,0.3461538461538461,6.835616438356165,1.0,6012.060606060605,8221.808720160947,0.6407930427178798,16323.535353535352,12,like,4.0,4.4444444444444455,4.4444444444444455,2.125,3.9,595.7021043771043,4335.636363636364,7.050505050505049,A7YK2E0G9N9HC,0.17720390851497894,1248.471,0.32279609148502103,P8221980639
45,1975,Female,14,33,33,28,38,study01,6.0769230769230775,0.038461538461538464,5.232876712328767,0.1095890410958904,5725.363636363636,9164.421055301127,0.6326317700202455,14935.474747474751,6,like,1.75,3.6666666666666665,3.6666666666666665,3.5,3.8,1096.7342187274003,8436.616161616159,7.959595959595959,A2ONILC0LZKG6Y,0.8252014022314359,930.047,0.3252014022314359,P5873382271
47,1973,Male,23,41,40,14,35,study01,6.115384615384616,0.07692307692307693,5.095890410958903,0.0547945205479452,2428.535353535353,3470.856736090954,0.35980315887126674,9708.040404040405,1,like,2.875,4.5555555555555545,4.4444444444444455,1.75,3.5,655.3357996397215,4074.555555555556,6.292929292929293,A1PLQGQ95NICAF,0.7725271345265781,921.267,0.2725271345265781,P2273932896
65,1955,Female,37,40,38,8,35,study01,6.3461538461538485,0.15384615384615385,5.1643835616438345,0.0958904109589041,3019.060606060606,4155.072489765986,0.32083370150390395,13377.030303030306,3,like,4.625,4.4444444444444455,4.2222222222222205,1.0,3.5,994.6815747664232,7205.373737373738,7.303030303030303,A8028AFBBS29G,0.660675160953248,937.718,0.16067516095324794,P4390162547
31,1989,Male,21,23,40,13,32,study01,6.1923076923076925,0.15384615384615385,5.273972602739726,0.1643835616438356,3241.5858585858587,4066.6659532035887,0.3154155156383404,14104.121212121208,29,like,2.625,2.555555555555556,4.4444444444444455,1.625,3.2,1152.4292866645144,8811.626262626263,7.959595959595959,A3QAETE7C7Z4R3,0.7694155121852571,1468.701,0.26941551218525706,P4575050780
61,1959,Female,35,42,42,10,50,study01,6.230769230769233,0.1153846153846154,5.0,0.0,3655.39393939394,5118.0551932869985,0.4219675589779456,12204.59595959596,1,like,4.375,4.666666666666667,4.666666666666667,1.25,5.0,477.24129397456045,4394.525252525254,9.404040404040405,AAASQIW3J32OL,0.823448612936933,1068.032,0.32344861293693306,P3496513965
34,1986,Male,21,36,39,19,32,study01,7.653846153846151,0.38461538461538464,5.3424657534246585,0.1643835616438356,3926.5959595959603,4949.663499082133,0.42572683624874297,12507.232323232323,28,like,2.625,4.0,4.333333333333333,2.375,3.2,600.0204604730451,4184.969696969697,6.8888888888888875,A320QA9HJFUOZO,0.8399863484679949,2101.294,0.3399863484679949,P1091281508
58,1962,Male,33,43,44,13,44,study01,6.307692307692308,0.15384615384615385,5.452054794520548,0.2054794520547945,3583.4949494949487,4663.344587002385,0.3773690623218379,12712.434343434343,4,like,4.125,4.777777777777779,4.888888888888889,1.625,4.4,630.4644531312088,6312.222222222223,10.0,A30RAYNDOWQ61S,0.81780260895945,1763.483,0.31780260895945,P2572445547
44,1976,Female,16,29,44,27,39,study01,6.269230769230767,0.15384615384615385,5.205479452054795,0.1232876712328767,3396.1111111111113,4609.195991734789,0.4328774747898338,10625.636363636364,2,like,2.0,3.2222222222222223,4.888888888888889,3.375,3.9,770.9965482048815,5373.464646464648,7.161616161616162,A3QEVFM3UD67BA,0.7313618667205991,1159.9160000000004,0.2313618667205991,P7340212828
41,1979,Male,32,41,40,10,38,study01,7.230769230769233,0.5,5.657534246575342,0.2602739726027397,3177.565656565657,4174.2043121300785,0.4239996113969439,10008.767676767677,5,like,4.0,4.5555555555555545,4.4444444444444455,1.25,3.8,718.7012321513918,4868.333333333333,7.181818181818183,A1NDMFN9A5G25G,0.5866998685408029,971.51,0.08669986854080293,P1031333307
33,1987,Male,18,32,32,31,30,study01,6.153846153846152,0.07692307692307693,5.2465753424657535,0.1232876712328767,4502.2525252525265,5900.544274071151,0.4307871605215611,14008.959595959597,2,like,2.25,3.555555555555556,3.555555555555556,3.875,3.0,748.7275730625919,7152.79797979798,9.616161616161618,A25PFSORDO3SWQ,0.8135112245929821,1131.843,0.3135112245929821,P1882285050
39,1981,Female,23,44,45,27,46,study01,6.5769230769230775,0.2307692307692308,5.479452054794519,0.2191780821917808,4698.69696969697,6488.5217846473215,0.5684578982819952,12111.60606060606,1,like,2.875,4.888888888888889,5.0,3.375,4.6,569.9729591250014,4176.69696969697,7.3232323232323235,A1RE9OEQ7QFTLI,0.8264865001516841,1258.391,0.3264865001516841,P1130923987
26,1994,Male,10,27,36,26,31,study01,6.615384615384616,0.3076923076923077,5.7397260273972615,0.3287671232876712,5221.030303030303,6553.0873068523315,0.2832371180234457,26449.04040404041,31,like,1.25,3.0,4.0,3.25,3.1,1123.506713187689,17639.121212121212,15.767676767676768,A353XKDTUX10NC,0.770993443893889,964.665,0.27099344389388896,P5417756571
46,1974,Female,32,34,34,16,38,study01,6.461538461538463,0.2307692307692308,5.191780821917809,0.1095890410958904,4117.343434343435,5064.146225883735,0.4288996531490771,13803.363636363636,4,like,4.0,3.7777777777777777,3.7777777777777777,2.0,3.8,669.4795055865627,5664.353535353535,8.212121212121213,A1MDOWPQ04PFYB,0.821061701553915,935.833,0.321061701553915,P2096424430
27,1993,Female,26,35,34,14,37,study01,12.730769230769232,0.8076923076923077,7.219178082191781,0.6849315068493149,6119.7373737373755,8128.0334296732935,0.3998636137299635,29816.41414141413,28,like,3.25,3.888888888888889,3.7777777777777777,1.75,3.7,1697.1295933238766,19679.0505050505,12.414141414141412,A1ULZEKGAZ6D0E,0.6786349310681898,887.33,0.17863493106818984,P9667654795
30,1990,Male,17,45,26,32,37,study01,6.4230769230769225,0.2692307692307692,5.410958904109589,0.1917808219178082,3065.222222222222,3826.9302728760185,0.3406886685280019,12864.272727272728,45,like,2.125,5.0,2.888888888888889,4.0,3.7,947.2647065897067,4325.818181818182,4.97979797979798,AUFUUD4WG9CVO,0.7887088347321941,933.909,0.2887088347321941,P3516821497
44,1976,Female,28,42,36,23,43,study01,8.615384615384615,0.5769230769230769,5.712328767123287,0.2191780821917808,4183.787878787879,5616.603818046036,0.5122575056728808,13319.60606060606,6,like,3.5,4.666666666666667,4.0,2.875,4.3,794.6493285184732,6631.69696969697,9.666666666666666,A9WIOFVRSYW3L,0.8271818432101321,948.235,0.3271818432101321,P9287887059
37,1983,Male,28,30,31,24,35,study01,6.384615384615384,0.3076923076923077,5.287671232876712,0.1917808219178082,2662.8888888888887,3455.955805709177,0.3512650044938356,9896.41414141414,17,like,3.5,3.333333333333333,3.4444444444444446,3.0,3.5,810.1737792790822,4996.232323232323,6.5151515151515165,AJXUWIDZ3HTC6,0.5219182930528871,1121.844,0.021918293052887058,P9155754647
45,1975,Male,31,39,36,15,43,study01,6.1923076923076925,0.1153846153846154,5.178082191780822,0.0821917808219178,3623.767676767677,4671.072123164179,0.4174072320915707,11391.767676767677,1,like,3.875,4.333333333333333,4.0,1.875,4.3,676.4282575449242,4919.353535353535,7.353535353535353,A1BEM74QY3Y2GT,0.8614053493780971,2389.466,0.3614053493780971,P5751607642
31,1989,Male,25,27,28,26,30,study01,6.6923076923076925,0.3076923076923077,6.506849315068492,0.4931506849315068,3147.373737373737,4340.554449090948,0.42197605958740986,10440.515151515152,17,like,3.125,3.0,3.111111111111111,3.25,3.0,472.3308218652224,5388.717171717171,11.595959595959597,AJK9A8Z3AWERT,0.587306603296592,949.301,0.08730660329659201,P3823474748
66,1954,Female,18,32,36,20,36,study01,6.3461538461538485,0.2692307692307692,5.054794520547945,0.0410958904109589,5134.010101010101,7036.193529192778,0.47463022665622,15223.565656565657,3,like,2.25,3.555555555555556,4.0,2.5,3.6,788.1089577571647,7243.424242424242,9.363636363636363,A16HSMUJ7C7QA7,0.8269773654228609,945.701,0.3269773654228609,P2767741440
36,1984,Female,22,30,41,38,48,study01,6.3461538461538485,0.19230769230769232,5.3424657534246585,0.2191780821917808,4646.262626262625,5924.721681491406,0.5202563762888361,25405.19191919192,20,like,2.75,3.333333333333333,4.5555555555555545,4.75,4.8,1088.5470247205092,7428.10101010101,6.929292929292929,A1CMDCHS6TMIHU,0.85460275727239,922.023,0.35460275727239,P2015529070
37,1983,Male,21,44,40,9,43,study01,6.884615384615384,0.2307692307692308,5.780821917808219,0.2876712328767123,4611.914141414141,6063.376613196026,0.5670639634569269,11007.575757575756,6,like,2.625,4.888888888888889,4.4444444444444455,1.125,4.3,538.2505950083682,4432.79797979798,8.373737373737374,A23437BMZ5T1FH,0.755110897630364,1280.094,0.255110897630364,P4806170944
32,1988,Female,30,19,19,30,36,study01,6.269230769230767,0.15384615384615385,5.287671232876712,0.1643835616438356,3761.252525252525,5078.89168761641,0.4803689903095338,10634.070707070709,2,like,3.75,2.1111111111111107,2.1111111111111107,3.75,3.6,699.6846650263318,5060.636363636364,7.4343434343434325,A3GEL5PWFIK05S,0.8215989146189371,984.389,0.3215989146189371,P8372131420
36,1984,Male,13,33,38,25,45,study01,6.6923076923076925,0.3076923076923077,5.493150684931507,0.273972602739726,3993.222222222222,5272.1889286932,0.5123483736195806,10932.131313131313,3,like,1.625,3.6666666666666665,4.2222222222222205,3.125,4.5,642.600274921487,4975.171717171717,8.01010101010101,A1RDRK3QTM7U96,0.8740561903798829,1078.47,0.3740561903798829,P9731459538
32,1988,Male,37,39,43,12,40,study01,7.884615384615384,0.19230769230769232,5.136986301369864,0.0958904109589041,2432.6666666666665,3493.0235512535637,0.29683259458786543,13547.050505050503,32,like,4.625,4.333333333333333,4.777777777777779,1.5,4.0,761.5666065416063,4960.020202020202,6.989898989898991,AT3C00TKZK13L,0.6030922405366229,873.801,0.10309224053662293,P2188059696
51,1969,Male,24,34,40,14,34,study01,6.115384615384616,0.1153846153846154,5.191780821917809,0.0821917808219178,6698.373737373738,8520.809744494863,0.3833930477769363,24985.232323232318,8,like,3.0,3.7777777777777777,4.4444444444444455,1.75,3.4,890.6378543800679,12685.68686868687,15.545454545454545,A36QBKROJ4J9EJ,0.731937000707857,1003.495,0.23193700070785706,P2042389950
44,1976,Male,31,28,23,34,38,study01,6.807692307692308,0.38461538461538464,5.698630136986301,0.2465753424657534,3758.040404040404,5140.810645562495,0.4453504995921214,11781.353535353535,0,like,3.875,3.111111111111111,2.555555555555556,4.25,3.8,469.504360343107,5030.323232323231,10.626262626262626,A2YGAEODJ5SSF6,0.705767350928641,1327.1729999999998,0.20576735092864096,P3869204962
35,1985,Male,26,28,37,19,45,study01,6.538461538461537,0.38461538461538464,5.835616438356165,0.3835616438356164,5750.242424242424,7207.617190635398,0.5590759199446861,13170.070707070709,1,like,3.25,3.111111111111111,4.111111111111111,2.375,4.5,593.7320364820364,5086.585858585859,8.545454545454545,A3VZ5K4RRT6NN8,0.659543853439849,968.086,0.159543853439849,P1002389543
42,1978,Male,9,20,23,33,39,study01,6.9230769230769225,0.2692307692307692,5.287671232876712,0.1095890410958904,4051.525252525253,5456.970276432715,0.3125458866273412,20459.80808080808,13,like,1.125,2.2222222222222223,2.555555555555556,4.125,3.9,825.7737964631502,9722.424242424242,11.353535353535351,A2G0HRT8HS9HRZ,0.8148026426669359,2223.206,0.3148026426669359,P5104426846
40,1980,Male,21,30,29,16,35,study01,6.5769230769230775,0.19230769230769232,5.753424657534247,0.3287671232876712,3515.787878787879,4599.794336083133,0.4045219832062318,11462.757575757576,1,like,2.625,3.333333333333333,3.2222222222222223,2.0,3.5,627.44836290063,6329.818181818182,10.161616161616159,A1GYBKY3JMM0PW,0.8645232918731249,1708.75,0.3645232918731249,P3504019979
30,1990,Female,14,41,40,33,30,study01,6.615384615384616,0.2692307692307692,5.712328767123287,0.3013698630136986,3594.373737373737,4688.247912444105,0.4849473049618964,9607.545454545454,0,like,1.75,4.5555555555555545,4.4444444444444455,4.125,3.0,582.4437295028204,3936.777777777778,7.0,A4UIXESOEZI05,0.8504925506454979,1431.9229999999998,0.3504925506454979,P3771481502
36,1984,Female,32,44,45,10,38,study01,6.307692307692308,0.19230769230769232,5.315068493150685,0.1643835616438356,3483.535353535353,4670.849686851353,0.3958266713818585,11909.646464646465,0,like,4.0,4.888888888888889,5.0,1.25,3.8,953.9828687025656,6328.676767676768,6.898989898989898,A1KQ7F6KKWPWJB,0.8647002561768969,947.758,0.36470025617689694,P6504042282
35,1985,Male,40,45,45,8,46,study01,6.961538461538463,0.4230769230769231,6.342465753424658,0.5205479452054794,3750.1414141414148,4981.9896482242575,0.4674854529617375,10868.555555555555,2,like,5.0,5.0,5.0,1.0,4.6,607.5710030164176,4311.636363636364,7.141414141414143,A1FYFBIFYWTMJS,0.775765159942023,1091.122,0.275765159942023,P3969515884
42,1978,Female,23,32,34,33,40,study01,7.038461538461537,0.19230769230769232,5.095890410958903,0.0684931506849315,3027.89898989899,4060.9669375517133,0.3898271945517229,11120.929292929291,7,like,2.875,3.555555555555556,3.7777777777777777,4.125,4.0,865.5061058470151,5909.595959595959,6.797979797979799,A3BPRPN10HJD4B,0.662219385175447,858.188,0.16221938517544698,P5748230075
37,1983,Male,26,31,38,22,45,study01,6.9230769230769225,0.38461538461538464,5.712328767123287,0.2602739726027397,3654.979797979798,4657.708386447907,0.4671999240620903,9892.767676767677,0,like,3.25,3.4444444444444446,4.2222222222222205,2.75,4.5,561.883744370108,4154.323232323231,7.525252525252526,A39ROW50DWRRKT,0.8224689891124821,1670.476,0.3224689891124821,P1802407241
23,1997,Other,25,30,30,22,35,study01,9.961538461538463,0.8461538461538461,7.657534246575342,0.9452054794520548,4495.69696969697,5879.19168905398,0.35534731174319656,19803.777777777777,32,like,3.125,3.333333333333333,3.333333333333333,2.75,3.5,987.9492515138147,9110.555555555555,8.747474747474747,A3ULACFKAGPVU8,0.5021593858495971,907.082,0.002159385849597073,P6211933072
34,1986,Male,14,37,25,8,29,study01,6.6923076923076925,0.3076923076923077,5.712328767123287,0.273972602739726,4831.49494949495,6408.842956725183,0.5546915839805744,12892.151515151516,21,like,1.75,4.111111111111111,2.7777777777777777,1.0,2.9,801.1367416954539,5185.979797979798,6.414141414141414,A2FLOH4DM8A4ZS,0.4765669767755421,1215.144,0.02343302322445795,P2218523377
56,1964,Male,15,34,41,22,23,study01,7.115384615384616,0.6538461538461539,5.013698630136989,0.0136986301369863,4149.949494949496,5388.197902249959,0.3686762578240206,14965.656565656565,37,like,1.875,3.7777777777777777,4.5555555555555545,2.75,2.3,1185.2475122875078,10020.868686868687,8.787878787878787,A6UFJ075UVPVS,0.776211784137257,898.668,0.276211784137257,P1362974305
